,,,,,,
RXCUI_IN,STR,CUI,ATC,NDDF,CODE,HSP
5463,hyaluronic acid,C0020196,D03AX05,15689,799.02,0
5463,hyaluronic acid,C0020196,D03AX05,15689,719.9,0
5463,hyaluronic acid,C0020196,D03AX05,15689,642.5,0
5463,hyaluronic acid,C0020196,D03AX05,15689,780.96,1
5463,hyaluronic acid,C0020196,D03AX05,15689,345.6,0
5463,hyaluronic acid,C0020196,D03AX05,15689,959.9,0
5463,hyaluronic acid,C0020196,D03AX05,15689,361.9,0
5463,hyaluronic acid,C0020196,D03AX05,15689,719.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,13.7,0
5463,hyaluronic acid,C0020196,D03AX05,6663,11.6,0
5463,hyaluronic acid,C0020196,D03AX05,6663,716.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,250,0
5463,hyaluronic acid,C0020196,D03AX05,6663,345.6,0
5463,hyaluronic acid,C0020196,D03AX05,6663,V49.89,0
5463,hyaluronic acid,C0020196,D03AX05,6663,642.5,0
5463,hyaluronic acid,C0020196,D03AX05,6663,239,0
5463,hyaluronic acid,C0020196,D03AX05,6663,727,0
5463,hyaluronic acid,C0020196,D03AX05,6663,782.8,0
5463,hyaluronic acid,C0020196,D03AX05,6663,338-338.99,1
5463,hyaluronic acid,C0020196,D03AX05,6663,716.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,13.7,0
5463,hyaluronic acid,C0020196,D03AX05,6663,E888.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,250,0
5463,hyaluronic acid,C0020196,D03AX05,6663,701.8,0
5463,hyaluronic acid,C0020196,D03AX05,6663,277.85,0
5463,hyaluronic acid,C0020196,D03AX05,6663,140-239.99,0
5463,hyaluronic acid,C0020196,D03AX05,6663,729.99,0
5463,hyaluronic acid,C0020196,D03AX05,6663,715.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,692.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,371.2,0
5463,hyaluronic acid,C0020196,D03AX05,6663,199.1,0
5463,hyaluronic acid,C0020196,D03AX05,6663,781.2,0
5463,hyaluronic acid,C0020196,D03AX05,6663,371.2,0
5463,hyaluronic acid,C0020196,D03AX05,6663,239-239.99,0
5463,hyaluronic acid,C0020196,D03AX05,6663,368.31,0
5463,hyaluronic acid,C0020196,D03AX05,6663,701.5,0
5463,hyaluronic acid,C0020196,D03AX05,6663,199,0
5463,hyaluronic acid,C0020196,D03AX05,6663,799.21,0
5463,hyaluronic acid,C0020196,D03AX05,6663,691.8,0
5463,hyaluronic acid,C0020196,D03AX05,6663,715.96,0
5463,hyaluronic acid,C0020196,D03AX05,6663,185,0
5463,hyaluronic acid,C0020196,D03AX05,6663,715.91,0
5463,hyaluronic acid,C0020196,D03AX05,6663,715,0
5463,hyaluronic acid,C0020196,D03AX05,6663,174.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,692.71,0
5463,hyaluronic acid,C0020196,D03AX05,6663,88.7,0
5463,hyaluronic acid,C0020196,D03AX05,6663,288.2,0
5463,hyaluronic acid,C0020196,D03AX05,6663,780.2,0
5463,hyaluronic acid,C0020196,D03AX05,6663,14.75,0
5463,hyaluronic acid,C0020196,D03AX05,6663,799.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,780.99,0
5463,hyaluronic acid,C0020196,D03AX05,6663,136.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,998.89,0
5463,hyaluronic acid,C0020196,D03AX05,6663,924.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,11.6,0
5463,hyaluronic acid,C0020196,D03AX05,6663,715.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,799.02,0
5463,hyaluronic acid,C0020196,D03AX05,6663,719.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,642.5,0
5463,hyaluronic acid,C0020196,D03AX05,6663,780.96,1
5463,hyaluronic acid,C0020196,D03AX05,6663,345.6,0
5463,hyaluronic acid,C0020196,D03AX05,6663,959.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,361.9,0
5463,hyaluronic acid,C0020196,D03AX05,6663,719.9,0
5464,hyaluronidase,C0020197,B06AA03,1887,729.99,0
5464,hyaluronidase,C0020197,B06AA03,1887,239,0
5464,hyaluronidase,C0020197,B06AA03,1887,140-239.99,0
5464,hyaluronidase,C0020197,B06AA03,1887,239-239.99,0
5470,hydralazine,C0020223,C02DB02,4489,786.5,0
5470,hydralazine,C0020223,C02DB02,4489,414,0
5470,hydralazine,C0020223,C02DB02,4489,428,1
5470,hydralazine,C0020223,C02DB02,4489,253.5,0
5470,hydralazine,C0020223,C02DB02,4489,300.9,0
5470,hydralazine,C0020223,C02DB02,4489,340,0
5470,hydralazine,C0020223,C02DB02,4489,276.69,1
5470,hydralazine,C0020223,C02DB02,4489,458,1
5470,hydralazine,C0020223,C02DB02,4489,323.81,0
5470,hydralazine,C0020223,C02DB02,4489,429.9,0
5470,hydralazine,C0020223,C02DB02,4489,401-405.99,1
5470,hydralazine,C0020223,C02DB02,4489,997.91,1
5470,hydralazine,C0020223,C02DB02,4489,799.21,0
5470,hydralazine,C0020223,C02DB02,4489,414,0
5470,hydralazine,C0020223,C02DB02,4489,458.9,1
5470,hydralazine,C0020223,C02DB02,4489,276.9,0
5470,hydralazine,C0020223,C02DB02,4489,308.2,0
5470,hydralazine,C0020223,C02DB02,4489,413.9,1
5470,hydralazine,C0020223,C02DB02,4489,786.5,1
5470,hydralazine,C0020223,C02DB02,4489,957.9,0
5470,hydralazine,C0020223,C02DB02,4489,642.3,0
5470,hydralazine,C0020223,C02DB02,4489,401,0
5470,hydralazine,C0020223,C02DB02,4489,642.9,0
5470,hydralazine,C0020223,C02DB02,4489,416,1
5470,hydralazine,C0020223,C02DB02,4489,V62.81,0
5470,hydralazine,C0020223,C02DB02,4489,592,0
5470,hydralazine,C0020223,C02DB02,4489,401,1
5470,hydralazine,C0020223,C02DB02,4489,401.9,1
5470,hydralazine,C0020223,C02DB02,4489,413,1
5470,hydralazine,C0020223,C02DB02,4489,307.9,0
5470,hydralazine,C0020223,C02DB02,4489,410.9,0
5486,hydrochloric acid,C0020259,A09AB03,1112,533.9,0
5486,hydrochloric acid,C0020259,A09AB03,1112,204,0
5486,hydrochloric acid,C0020259,A09AB03,1112,533,0
5486,hydrochloric acid,C0020259,A09AB03,1112,307.3,0
5486,hydrochloric acid,C0020259,A09AB03,1112,787.1,0
5486,hydrochloric acid,C0020259,A09AB03,1112,780.2,0
5486,hydrochloric acid,C0020259,A09AB03,1112,88.7,0
5486,hydrochloric acid,C0020259,A09AB03,1112,89.8,0
5486,hydrochloric acid,C0020259,A09AB03,1112,136.9,0
5486,hydrochloric acid,C0020259,A09AB03,1112,V62.81,0
5486,hydrochloric acid,C0020259,A09AB03,1112,427.69,0
5486,hydrochloric acid,C0020259,B05XA13,1112,533.9,0
5486,hydrochloric acid,C0020259,B05XA13,1112,204,0
5486,hydrochloric acid,C0020259,B05XA13,1112,533,0
5486,hydrochloric acid,C0020259,B05XA13,1112,307.3,0
5486,hydrochloric acid,C0020259,B05XA13,1112,787.1,0
5486,hydrochloric acid,C0020259,B05XA13,1112,780.2,0
5486,hydrochloric acid,C0020259,B05XA13,1112,88.7,0
5486,hydrochloric acid,C0020259,B05XA13,1112,89.8,0
5486,hydrochloric acid,C0020259,B05XA13,1112,136.9,0
5486,hydrochloric acid,C0020259,B05XA13,1112,V62.81,0
5486,hydrochloric acid,C0020259,B05XA13,1112,427.69,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,585.6,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,786.5,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,781,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,733,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,345.6,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,346.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,276.6,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,250,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,V62.29,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,581,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,338-338.99,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,427.89,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,V49.89,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,253.5,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,276.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,580,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,V60.89,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,621.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,291.81,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,204,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,346,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,37,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,308.2,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,E888.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,300.9,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,413,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,239,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,784.4,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,581.9,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,428,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,586,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,588.89,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,583.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,580.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,427,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,642.4,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,429.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,346.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,997.91,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,780.79,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,307.3,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,429.2,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,250,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,140-239.99,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,585.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,458,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,64,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,427.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,401-405.99,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,239-239.99,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,781.99,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,V62.4,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,571.5,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,276.69,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,V61.8,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,786.5,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,41.84,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,333.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,625.4,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,312.89,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,733,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,276.7,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,592,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,428,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,799.21,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,E968.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,458.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,288.2,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,733.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,413.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,89.8,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,239.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,428.9,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,799.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,371.11,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,593.9,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,410.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,V22.2,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,239.7,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,642.6,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,301.4,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,E005.0,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,401.9,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,345.6,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,780.96,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,60.2,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,275.4,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,782.3,1
5487,hydrochlorothiazide,C0020261,C03AA03,2294,307.9,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,797,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,250.4,0
5487,hydrochlorothiazide,C0020261,C03AA03,2294,879.8,0
5489,hydrocodone,C0020264,R05DA03,1554,999.9,0
5489,hydrocodone,C0020264,R05DA03,1554,781,0
5489,hydrocodone,C0020264,R05DA03,1554,309.83,0
5489,hydrocodone,C0020264,R05DA03,1554,786.5,0
5489,hydrocodone,C0020264,R05DA03,1554,346.9,0
5489,hydrocodone,C0020264,R05DA03,1554,390-392.99,0
5489,hydrocodone,C0020264,R05DA03,1554,994.6,0
5489,hydrocodone,C0020264,R05DA03,1554,784,0
5489,hydrocodone,C0020264,R05DA03,1554,724.5,0
5489,hydrocodone,C0020264,R05DA03,1554,477,0
5489,hydrocodone,C0020264,R05DA03,1554,346.9,0
5489,hydrocodone,C0020264,R05DA03,1554,719.5,0
5489,hydrocodone,C0020264,R05DA03,1554,729.2,0
5489,hydrocodone,C0020264,R05DA03,1554,338-338.99,1
5489,hydrocodone,C0020264,R05DA03,1554,346,0
5489,hydrocodone,C0020264,R05DA03,1554,204,0
5489,hydrocodone,C0020264,R05DA03,1554,716.9,0
5489,hydrocodone,C0020264,R05DA03,1554,478.19,0
5489,hydrocodone,C0020264,R05DA03,1554,714,0
5489,hydrocodone,C0020264,R05DA03,1554,413,0
5489,hydrocodone,C0020264,R05DA03,1554,332,0
5489,hydrocodone,C0020264,R05DA03,1554,625.3,0
5489,hydrocodone,C0020264,R05DA03,1554,305.5,0
5489,hydrocodone,C0020264,R05DA03,1554,573.9,0
5489,hydrocodone,C0020264,R05DA03,1554,780.52,0
5489,hydrocodone,C0020264,R05DA03,1554,312.3,0
5489,hydrocodone,C0020264,R05DA03,1554,720,0
5489,hydrocodone,C0020264,R05DA03,1554,710,0
5489,hydrocodone,C0020264,R05DA03,1554,715.9,0
5489,hydrocodone,C0020264,R05DA03,1554,460,0
5489,hydrocodone,C0020264,R05DA03,1554,514,0
5489,hydrocodone,C0020264,R05DA03,1554,462,0
5489,hydrocodone,C0020264,R05DA03,1554,388.7,0
5489,hydrocodone,C0020264,R05DA03,1554,995.3,0
5489,hydrocodone,C0020264,R05DA03,1554,375.2,0
5489,hydrocodone,C0020264,R05DA03,1554,786,0
5489,hydrocodone,C0020264,R05DA03,1554,390,0
5489,hydrocodone,C0020264,R05DA03,1554,375.2,0
5489,hydrocodone,C0020264,R05DA03,1554,41,0
5489,hydrocodone,C0020264,R05DA03,1554,305.9,0
5489,hydrocodone,C0020264,R05DA03,1554,388.7,0
5489,hydrocodone,C0020264,R05DA03,1554,780-789.99,0
5489,hydrocodone,C0020264,R05DA03,1554,307.42,0
5489,hydrocodone,C0020264,R05DA03,1554,274,0
5489,hydrocodone,C0020264,R05DA03,1554,786.5,0
5489,hydrocodone,C0020264,R05DA03,1554,446.1,0
5489,hydrocodone,C0020264,R05DA03,1554,301.3,0
5489,hydrocodone,C0020264,R05DA03,1554,719.4,0
5489,hydrocodone,C0020264,R05DA03,1554,333.9,0
5489,hydrocodone,C0020264,R05DA03,1554,696,0
5489,hydrocodone,C0020264,R05DA03,1554,349.9,0
5489,hydrocodone,C0020264,R05DA03,1554,709.9,0
5489,hydrocodone,C0020264,R05DA03,1554,E968.9,0
5489,hydrocodone,C0020264,R05DA03,1554,338.18,1
5489,hydrocodone,C0020264,R05DA03,1554,304.9,0
5489,hydrocodone,C0020264,R05DA03,1554,780.2,0
5489,hydrocodone,C0020264,R05DA03,1554,715,0
5489,hydrocodone,C0020264,R05DA03,1554,478.29,0
5489,hydrocodone,C0020264,R05DA03,1554,413.9,0
5489,hydrocodone,C0020264,R05DA03,1554,434.91,0
5489,hydrocodone,C0020264,R05DA03,1554,525.9,0
5489,hydrocodone,C0020264,R05DA03,1554,379.99,0
5489,hydrocodone,C0020264,R05DA03,1554,V60.2,0
5489,hydrocodone,C0020264,R05DA03,1554,780.09,0
5489,hydrocodone,C0020264,R05DA03,1554,780.99,0
5489,hydrocodone,C0020264,R05DA03,1554,729.1,0
5489,hydrocodone,C0020264,R05DA03,1554,719.4,0
5489,hydrocodone,C0020264,R05DA03,1554,V22.2,1
5489,hydrocodone,C0020264,R05DA03,1554,780.6,0
5489,hydrocodone,C0020264,R05DA03,1554,786.2,1
5489,hydrocodone,C0020264,R05DA03,1554,410.9,0
5489,hydrocodone,C0020264,R05DA03,1554,698.9,0
5489,hydrocodone,C0020264,R05DA03,1554,715.9,0
5489,hydrocodone,C0020264,R05DA03,1554,301.4,0
5489,hydrocodone,C0020264,R05DA03,1554,799.89,0
5489,hydrocodone,C0020264,R05DA03,1554,780.96,1
5489,hydrocodone,C0020264,R05DA03,1554,250.6,0
5489,hydrocodone,C0020264,R05DA03,1554,782.3,0
5489,hydrocodone,C0020264,R05DA03,1554,305.5,0
5489,hydrocodone,C0020264,R05DA03,1554,274,0
5489,hydrocodone,C0020264,R05DA03,1554,307.9,0
5489,hydrocodone,C0020264,R05DA03,1554,724.1,0
5489,hydrocodone,C0020264,R05DA03,1554,477.9,0
5489,hydrocodone,C0020264,R05DA03,1554,412,0
5489,hydrocodone,C0020264,R05DA03,1554,274.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,53.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,781,0
5492,hydrocortisone,C0020268,S02BA01,2147,377.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,698.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,010-018.99,0
5492,hydrocortisone,C0020268,S02BA01,2147,934.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,117.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,740-759.99,0
5492,hydrocortisone,C0020268,S02BA01,2147,V49.81,0
5492,hydrocortisone,C0020268,S02BA01,2147,626.4,0
5492,hydrocortisone,C0020268,S02BA01,2147,208,0
5492,hydrocortisone,C0020268,S02BA01,2147,135,0
5492,hydrocortisone,C0020268,S02BA01,2147,446.5,0
5492,hydrocortisone,C0020268,S02BA01,2147,202.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,710.4,0
5492,hydrocortisone,C0020268,S02BA01,2147,287.4,0
5492,hydrocortisone,C0020268,S02BA01,2147,705.22,0
5492,hydrocortisone,C0020268,S02BA01,2147,22.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,284.81,0
5492,hydrocortisone,C0020268,S02BA01,2147,556.8,1
5492,hydrocortisone,C0020268,S02BA01,2147,694.4,0
5492,hydrocortisone,C0020268,S02BA01,2147,427.89,0
5492,hydrocortisone,C0020268,S02BA01,2147,93.84,0
5492,hydrocortisone,C0020268,S02BA01,2147,427.6,0
5492,hydrocortisone,C0020268,S02BA01,2147,729,1
5492,hydrocortisone,C0020268,S02BA01,2147,391,0
5492,hydrocortisone,C0020268,S02BA01,2147,477,1
5492,hydrocortisone,C0020268,S02BA01,2147,398.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,695.4,1
5492,hydrocortisone,C0020268,S02BA01,2147,995.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,706.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,208,0
5492,hydrocortisone,C0020268,S02BA01,2147,729.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,581,0
5492,hydrocortisone,C0020268,S02BA01,2147,694,0
5492,hydrocortisone,C0020268,S02BA01,2147,53.29,0
5492,hydrocortisone,C0020268,S02BA01,2147,391.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,255,0
5492,hydrocortisone,C0020268,S02BA01,2147,22,0
5492,hydrocortisone,C0020268,S02BA01,2147,708,0
5492,hydrocortisone,C0020268,S02BA01,2147,322.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,278,0
5492,hydrocortisone,C0020268,S02BA01,2147,276,0
5492,hydrocortisone,C0020268,S02BA01,2147,V12.60,0
5492,hydrocortisone,C0020268,S02BA01,2147,364.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,697,0
5492,hydrocortisone,C0020268,S02BA01,2147,715,0
5492,hydrocortisone,C0020268,S02BA01,2147,472,0
5492,hydrocortisone,C0020268,S02BA01,2147,728.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,695.89,0
5492,hydrocortisone,C0020268,S02BA01,2147,377.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,202.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,338-338.99,1
5492,hydrocortisone,C0020268,S02BA01,2147,299.8,0
5492,hydrocortisone,C0020268,S02BA01,2147,999.51,0
5492,hydrocortisone,C0020268,S02BA01,2147,199,0
5492,hydrocortisone,C0020268,S02BA01,2147,716.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,994.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,694,0
5492,hydrocortisone,C0020268,S02BA01,2147,53.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,117.4,0
5492,hydrocortisone,C0020268,S02BA01,2147,208.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,531.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,710.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,239.6,0
5492,hydrocortisone,C0020268,S02BA01,2147,255.8,0
5492,hydrocortisone,C0020268,S02BA01,2147,202.8,0
5492,hydrocortisone,C0020268,S02BA01,2147,274,0
5492,hydrocortisone,C0020268,S02BA01,2147,110.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,298.8,0
5492,hydrocortisone,C0020268,S02BA01,2147,53.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,478.6,0
5492,hydrocortisone,C0020268,S02BA01,2147,255.41,1
5492,hydrocortisone,C0020268,S02BA01,2147,701.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,727.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,332,0
5492,hydrocortisone,C0020268,S02BA01,2147,788.42,1
5492,hydrocortisone,C0020268,S02BA01,2147,692.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,411.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,493.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,697,0
5492,hydrocortisone,C0020268,S02BA01,2147,284.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,782.7,0
5492,hydrocortisone,C0020268,S02BA01,2147,581.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,714,1
5492,hydrocortisone,C0020268,S02BA01,2147,796.4,1
5492,hydrocortisone,C0020268,S02BA01,2147,586,0
5492,hydrocortisone,C0020268,S02BA01,2147,427.6,0
5492,hydrocortisone,C0020268,S02BA01,2147,289.89,0
5492,hydrocortisone,C0020268,S02BA01,2147,695.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,363.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,997.91,0
5492,hydrocortisone,C0020268,S02BA01,2147,493.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,782.1,1
5492,hydrocortisone,C0020268,S02BA01,2147,199.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,245,0
5492,hydrocortisone,C0020268,S02BA01,2147,289.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,253.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,698.8,0
5492,hydrocortisone,C0020268,S02BA01,2147,88.81,0
5492,hydrocortisone,C0020268,S02BA01,2147,285.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,531,0
5492,hydrocortisone,C0020268,S02BA01,2147,714.3,0
5492,hydrocortisone,C0020268,S02BA01,2147,253.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,785.5,1
5492,hydrocortisone,C0020268,S02BA01,2147,208,0
5492,hydrocortisone,C0020268,S02BA01,2147,780.52,0
5492,hydrocortisone,C0020268,S02BA01,2147,727,0
5492,hydrocortisone,C0020268,S02BA01,2147,287.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,493,0
5492,hydrocortisone,C0020268,S02BA01,2147,111.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,239,1
5492,hydrocortisone,C0020268,S02BA01,2147,694.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,733,0
5492,hydrocortisone,C0020268,S02BA01,2147,701.8,0
5492,hydrocortisone,C0020268,S02BA01,2147,41.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,460,0
5492,hydrocortisone,C0020268,S02BA01,2147,704.01,0
5492,hydrocortisone,C0020268,S02BA01,2147,995,0
5492,hydrocortisone,C0020268,S02BA01,2147,111,0
5492,hydrocortisone,C0020268,S02BA01,2147,569.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,11.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,477,0
5492,hydrocortisone,C0020268,S02BA01,2147,111.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,299,0
5492,hydrocortisone,C0020268,S02BA01,2147,493,1
5492,hydrocortisone,C0020268,S02BA01,2147,455.6,1
5492,hydrocortisone,C0020268,S02BA01,2147,401-405.99,0
5492,hydrocortisone,C0020268,S02BA01,2147,110.4,0
5492,hydrocortisone,C0020268,S02BA01,2147,287.31,0
5492,hydrocortisone,C0020268,S02BA01,2147,995.3,1
5492,hydrocortisone,C0020268,S02BA01,2147,340,0
5492,hydrocortisone,C0020268,S02BA01,2147,715.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,558.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,455,1
5492,hydrocortisone,C0020268,S02BA01,2147,380.1,0
5492,hydrocortisone,C0020268,S02BA01,2147,780.79,1
5492,hydrocortisone,C0020268,S02BA01,2147,708.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,733,0
5492,hydrocortisone,C0020268,S02BA01,2147,429.89,0
5492,hydrocortisone,C0020268,S02BA01,2147,994.6,0
5492,hydrocortisone,C0020268,S02BA01,2147,634,0
5492,hydrocortisone,C0020268,S02BA01,2147,709.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,124,0
5492,hydrocortisone,C0020268,S02BA01,2147,686.9,0
5492,hydrocortisone,C0020268,S02BA01,2147,556.9,1
5492,hydrocortisone,C0020268,S02BA01,2147,140-239.99,1
5492,hydrocortisone,C0020268,S02BA01,2147,375.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,781.2,0
5492,hydrocortisone,C0020268,S02BA01,2147,208.9,0
